,Date,county Name,Distance,Time,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Avg Stride Length,Best Lap Time,Number of Laps,Moving Time,Elapsed Time,AQI,Category
236,3/17/21,Middlesex,0.16,00:45.4,200,204,4:51,4:29,1.66,00:45.4,1,00:45.4,00:45.4,,
726,5/6/19,Westchester,0.54,02:57.4,180,200,5:26,4:06,1.65,00:00.0,1,0:02:56,02:57.4,39,Good
981,12/3/18,Westchester,0.27,01:25.6,184,188,5:17,4:46,1.65,00:00.0,1,0:01:23,01:25.6,20,Good
439,10/27/20,Middlesex,0.27,01:23.7,186,190,5:15,4:50,1.65,01:23.7,1,01:23.7,01:23.7,22,Good
983,12/3/18,Westchester,0.26,01:23.2,186,192,5:15,4:57,1.65,00:00.0,1,0:01:22,01:23.2,20,Good
468,10/10/20,Middlesex,0.12,00:37.0,188,190,5:11,4:57,1.65,00:36.1,1,00:37.0,00:37.0,44,Good
441,10/27/20,Middlesex,0.27,01:22.6,192,194,5:05,4:59,1.65,01:22.6,1,0:01:22,01:22.6,22,Good
922,1/7/19,Westchester,0.53,02:53.6,180,192,5:27,5:08,1.64,00:00.0,1,0:02:51,02:53.6,31,Good
999,11/26/18,Westchester,0.26,01:24.8,182,188,5:23,4:46,1.64,00:00.0,1,0:01:23,01:24.8,33,Good
788,4/10/19,Westchester,0.4,02:08.0,186,190,5:17,4:57,1.64,00:00.0,1,0:02:07,02:08.0,35,Good
404,11/9/20,Middlesex,0.54,02:49.8,186,190,5:16,4:57,1.64,02:49.8,1,0:02:49,02:49.8,69,Moderate
440,10/27/20,Middlesex,0.27,01:23.4,188,194,5:14,4:52,1.64,01:23.4,1,01:23.4,01:23.4,22,Good
308,12/12/20,Westchester,0.13,00:39.6,190,198,5:10,4:42,1.64,00:39.6,1,0:00:39,00:39.6,48,Good
492,10/3/20,Middlesex,0.12,00:35.7,190,198,5:10,4:53,1.64,00:35.7,1,0:00:35,00:35.7,36,Good
304,12/12/20,Westchester,0.13,00:39.2,192,194,5:08,4:57,1.64,00:39.2,1,0:00:39,00:39.2,48,Good
528,9/15/20,Middlesex,0.12,00:36.1,192,194,5:06,5:03,1.64,00:36.1,1,0:00:36,00:36.1,24,Good
311,12/12/20,Westchester,0.13,00:38.9,196,200,5:00,4:42,1.64,00:38.9,1,0:00:38,00:38.9,48,Good
416,11/7/20,Middlesex,0.12,00:34.9,196,202,5:00,4:49,1.64,00:34.9,1,00:34.9,00:34.9,53,Moderate
396,11/14/20,Middlesex,0.11,00:33.5,202,204,4:52,4:37,1.64,00:33.5,1,0:00:33,00:33.5,28,Good
984,12/3/18,Westchester,0.25,01:22.3,180,188,5:30,3:10,1.63,00:00.0,1,0:01:20,01:22.3,20,Good
842,3/20/19,Westchester,0.17,00:55.2,180,196,5:28,3:43,1.63,00:00.0,1,0:00:53,00:55.2,44,Good
458,10/20/20,Middlesex,0.27,01:25.5,186,194,5:18,5:15,1.63,01:25.5,1,01:25.5,01:25.5,30,Good
469,10/10/20,Middlesex,0.12,00:38.3,186,192,5:18,5:26,1.63,00:38.3,1,00:38.3,00:38.3,44,Good
507,9/26/20,Middlesex,0.12,00:37.3,186,188,5:18,5:16,1.63,00:37.3,1,00:37.3,00:37.3,48,Good
309,12/12/20,Westchester,0.13,00:40.3,190,194,5:12,5:07,1.63,00:40.3,1,00:40.3,00:40.3,48,Good
529,9/15/20,Middlesex,0.12,00:38.2,190,194,5:12,5:06,1.63,00:38.2,1,00:38.2,00:38.2,24,Good
314,12/11/20,Westchester,0.25,01:18.5,190,194,5:11,4:43,1.63,01:18.5,1,0:01:18,01:18.5,53,Moderate
442,10/27/20,Middlesex,0.27,01:22.6,194,200,5:05,4:49,1.63,01:22.6,1,0:01:22,01:22.6,22,Good
924,1/7/19,Westchester,0.54,02:59.6,180,186,5:30,4:40,1.62,00:00.0,1,0:02:59,02:59.6,31,Good
362,11/26/20,Westchester,0.25,01:21.0,186,192,5:20,5:06,1.62,01:21.0,1,0:01:21,01:21.0,27,Good
459,10/20/20,Middlesex,0.27,01:24.5,190,194,5:14,5:04,1.62,01:24.5,1,0:01:24,01:24.5,30,Good
342,12/3/20,Westchester,0.24,01:14.6,192,200,5:10,4:32,1.62,01:14.6,1,0:01:14,01:14.6,27,Good
992,11/26/18,Westchester,0.06,00:17.2,192,192,5:10,4:48,1.62,00:00.0,1,0:00:16,00:17.2,33,Good
530,9/15/20,Middlesex,0.12,00:37.1,194,200,5:08,5:00,1.62,00:37.1,1,00:37.1,00:37.1,24,Good
471,10/10/20,Middlesex,0.12,00:37.3,194,196,5:07,5:12,1.62,00:37.3,1,00:37.3,00:37.3,44,Good
1126,8/1/18,Middlesex,1.01,05:59.9,168,192,5:57,4:39,1.61,00:00.0,2,0:06:00,05:59.9,40,Good
930,1/2/19,Westchester,0.53,02:59.7,176,188,5:40,5:05,1.61,00:00.0,1,0:02:56,02:59.7,36,Good
847,3/18/19,Westchester,0.52,02:53.3,180,194,5:33,4:25,1.61,00:00.0,1,0:02:50,02:53.3,41,Good
790,4/10/19,Westchester,0.39,02:08.6,184,194,5:26,4:47,1.61,00:00.0,1,0:02:05,02:08.6,35,Good
732,5/2/19,Westchester,0.24,01:17.3,190,194,5:16,4:27,1.61,00:00.0,1,0:01:15,01:17.3,38,Good
815,4/1/19,Westchester,0.2,00:55.3,218,230,4:35,4:00,1.61,00:00.0,1,0:00:53,00:55.3,41,Good
784,4/10/19,Westchester,0.4,02:12.4,182,188,5:32,5:05,1.6,00:00.0,1,0:02:09,02:12.4,35,Good
289,12/29/20,Westchester,0.26,01:25.3,184,190,5:29,5:17,1.6,01:25.3,1,0:01:25,01:25.3,32,Good
422,11/4/20,Middlesex,0.26,01:24.4,188,192,5:20,5:00,1.6,01:24.4,1,01:24.4,01:24.4,25,Good
405,11/9/20,Middlesex,0.53,02:49.7,190,194,5:18,5:00,1.6,02:49.7,1,02:49.7,02:49.7,69,Moderate
731,5/2/19,Westchester,0.24,01:17.8,190,200,5:18,4:19,1.6,00:00.0,1,0:01:14,01:17.8,38,Good
493,10/3/20,Middlesex,0.12,00:35.6,196,200,5:09,4:51,1.6,00:35.6,1,0:00:35,00:35.6,36,Good
850,3/14/19,Westchester,0.79,04:37.1,174,192,5:49,4:11,1.59,00:00.0,1,0:04:32,04:37.1,47,Good
786,4/10/19,Westchester,0.67,03:45.7,180,186,5:38,5:09,1.59,00:00.0,1,0:03:41,03:45.7,35,Good
785,4/10/19,Westchester,0.4,02:14.1,180,186,5:37,5:23,1.59,00:00.0,1,0:02:12,02:14.1,35,Good
789,4/10/19,Westchester,0.68,03:46.0,182,188,5:34,5:01,1.59,00:00.0,1,0:03:44,03:46.0,35,Good
859,3/13/19,Westchester,0.22,01:13.2,186,192,5:27,4:32,1.59,00:00.0,1,0:01:11,01:13.2,33,Good
467,10/10/20,Middlesex,0.12,00:38.6,186,190,5:26,5:15,1.59,00:38.6,1,0:00:38,00:38.6,44,Good
516,9/22/20,Middlesex,0.26,01:23.9,186,190,5:26,4:16,1.59,01:23.8,1,01:23.9,01:23.9,34,Good
913,1/10/19,Westchester,0.24,01:19.2,186,192,5:26,4:00,1.59,00:00.0,1,0:01:17,01:19.2,31,Good
175,5/4/21,Westchester,0.53,02:48.3,190,200,5:19,4:50,1.59,02:48.3,1,02:48.3,02:48.3,38,
310,12/12/20,Westchester,0.13,00:40.8,190,194,5:19,5:11,1.59,00:40.8,1,00:40.8,00:40.8,48,Good
423,11/4/20,Middlesex,0.26,01:23.9,190,194,5:19,5:11,1.59,01:23.9,1,01:23.9,01:23.9,25,Good
235,3/17/21,Middlesex,0.16,00:49.3,192,198,5:16,5:16,1.59,00:49.3,1,0:00:49,00:49.3,,
783,4/10/19,Westchester,0.67,03:46.9,180,188,5:40,5:25,1.58,00:00.0,1,0:03:45,04:55.8,35,Good
949,12/17/18,Westchester,0.54,03:05.0,180,190,5:40,5:18,1.58,00:00.0,1,0:03:04,03:05.3,31,Good
290,12/29/20,Westchester,0.26,01:26.6,184,192,5:32,5:15,1.58,01:26.6,1,01:26.6,01:26.6,32,Good
364,11/26/20,Westchester,0.26,01:27.7,184,188,5:32,5:13,1.58,01:27.7,1,01:27.7,01:27.7,27,Good
508,9/26/20,Middlesex,0.12,00:37.8,186,192,5:29,5:25,1.58,00:37.8,1,00:37.8,00:37.8,48,Good
787,4/10/19,Westchester,0.4,02:11.0,186,188,5:29,4:56,1.58,00:00.0,1,0:02:07,02:11.0,35,Good
233,3/17/21,Middlesex,0.15,00:49.8,188,194,5:26,5:26,1.58,00:49.8,1,00:49.8,00:49.8,,
346,12/1/20,Westchester,0.52,02:49.2,188,194,5:25,4:58,1.58,02:49.2,1,0:02:49,02:49.2,22,Good
840,3/20/19,Westchester,0.25,01:20.9,188,196,5:25,4:22,1.58,00:00.0,1,0:01:19,01:20.9,44,Good
494,10/3/20,Middlesex,0.11,00:36.8,190,196,5:21,5:01,1.58,00:36.8,1,0:00:36,00:36.8,36,Good
532,9/15/20,Middlesex,0.12,00:37.7,194,200,5:14,5:11,1.58,00:37.7,1,00:37.7,00:37.7,24,Good
1144,7/7/18,Westchester,2.06,0:12:13,174,188,5:56,4:38,1.57,00:00.0,3,0:12:12,0:36:52,41,Good
980,12/3/18,Westchester,0.26,01:30.4,178,186,5:46,5:04,1.57,00:00.0,1,0:01:29,01:30.4,20,Good
752,4/23/19,Westchester,0.53,02:57.2,184,200,5:34,4:16,1.57,00:00.0,1,0:02:55,02:57.2,44,Good
961,12/12/18,Westchester,0.23,01:16.4,186,192,5:30,4:26,1.57,00:00.0,1,0:01:11,01:16.4,43,Good
1004,11/24/18,Westchester,0.12,00:38.2,186,200,5:30,3:51,1.57,00:00.0,1,0:00:34,00:38.2,31,Good
480,10/6/20,Middlesex,0.26,01:25.7,188,194,5:26,5:13,1.57,01:25.7,1,01:25.7,01:25.7,34,Good
232,3/17/21,Middlesex,0.15,00:49.6,190,194,5:23,5:02,1.57,00:49.6,1,00:49.6,00:49.6,,
782,4/10/19,Westchester,0.4,02:15.8,180,186,5:44,5:10,1.56,00:00.0,1,0:02:15,02:15.8,35,Good
852,3/14/19,Westchester,0.81,04:35.5,182,196,5:39,4:30,1.56,00:00.0,1,0:04:34,04:35.5,47,Good
500,9/29/20,Middlesex,0.26,01:26.1,186,194,5:33,5:09,1.56,01:26.1,1,0:01:26,01:26.1,32,Good
915,1/10/19,Westchester,0.24,01:19.6,188,192,5:30,4:58,1.56,00:00.0,1,0:01:19,01:19.6,31,Good
365,11/26/20,Westchester,0.26,01:25.6,188,192,5:29,5:16,1.56,01:25.6,1,01:25.6,01:25.6,27,Good
562,8/11/20,Westchester,0.12,00:38.1,192,198,5:23,4:02,1.56,00:38.1,1,0:00:38,00:38.1,47,Good
531,9/15/20,Middlesex,0.12,00:37.3,196,200,5:16,4:57,1.56,00:37.3,1,0:00:37,00:37.3,24,Good
766,4/16/19,Westchester,0.54,03:07.8,180,188,5:47,5:10,1.55,00:00.0,1,0:03:07,03:07.8,46,Good
234,3/17/21,Middlesex,0.15,00:51.1,188,192,5:32,5:16,1.55,00:51.1,1,0:00:51,00:51.1,,
470,10/10/20,Middlesex,0.11,00:37.7,190,196,5:28,5:10,1.55,00:37.6,1,0:00:37,00:37.7,44,Good
727,5/6/19,Westchester,0.53,03:06.8,178,190,5:51,5:00,1.54,00:00.0,1,0:03:04,03:06.8,39,Good
830,3/25/19,Westchester,0.31,01:45.8,182,190,5:46,3:47,1.54,00:00.0,1,0:01:42,01:45.8,44,Good
834,3/20/19,Westchester,0.25,01:25.6,184,192,5:42,4:54,1.54,00:00.0,1,0:01:22,01:25.6,44,Good
1001,11/26/18,Westchester,0.24,01:20.6,184,192,5:41,4:20,1.54,00:00.0,1,0:01:20,01:20.6,33,Good
291,12/29/20,Westchester,0.26,01:27.3,186,192,5:38,5:21,1.54,01:27.3,1,01:27.3,01:27.3,32,Good
769,4/16/19,Westchester,0.52,02:55.3,186,194,5:36,5:01,1.54,00:00.0,1,0:02:51,02:55.3,46,Good
517,9/22/20,Middlesex,0.26,01:26.7,188,192,5:33,5:13,1.54,01:26.7,1,01:26.7,01:26.7,34,Good
957,12/12/18,Westchester,0.24,01:18.8,188,192,5:33,4:39,1.54,00:00.0,1,0:01:14,01:18.8,43,Good
501,9/29/20,Middlesex,0.26,01:26.1,190,194,5:31,5:23,1.54,01:26.1,1,0:01:26,01:26.1,32,Good
479,10/6/20,Middlesex,0.26,01:26.5,190,194,5:29,5:23,1.54,01:26.5,1,0:01:26,01:26.5,34,Good
386,11/16/20,Middlesex,0.53,02:52.2,192,196,5:26,5:08,1.54,02:52.2,1,0:02:52,02:52.2,28,Good
263,1/23/21,Westchester,0.26,01:24.0,194,200,5:23,4:55,1.54,01:24.0,1,01:24.0,01:24.0,31,
557,8/13/20,Westchester,0.12,00:38.7,198,204,5:17,3:40,1.54,00:38.7,1,0:00:36,00:38.8,28,Good
725,5/6/19,Westchester,0.52,03:05.9,178,192,5:56,4:29,1.53,00:00.0,1,0:03:02,03:05.9,39,Good
339,12/3/20,Westchester,0.25,01:26.1,184,194,5:43,5:15,1.53,01:26.1,1,0:01:26,01:26.1,27,Good
768,4/16/19,Westchester,0.52,03:00.1,184,190,5:43,4:49,1.53,00:00.0,1,0:02:59,03:00.1,46,Good
914,1/10/19,Westchester,0.24,01:21.4,186,192,5:40,4:56,1.53,00:00.0,1,0:01:20,01:21.4,31,Good
1000,11/26/18,Westchester,0.23,01:18.5,186,194,5:40,4:35,1.53,00:00.0,1,0:01:14,01:18.5,33,Good
1113,8/21/18,Westchester,0.69,04:08.2,176,188,6:01,4:38,1.52,00:00.0,1,0:04:05,04:08.2,35,Good
558,8/13/20,Westchester,0.25,01:26.8,184,192,5:46,4:58,1.52,01:26.8,1,01:26.8,01:26.8,28,Good
857,3/13/19,Westchester,0.22,01:17.2,184,192,5:46,4:18,1.52,00:00.0,1,0:01:15,01:17.2,33,Good
561,8/11/20,Westchester,0.11,00:38.3,186,186,5:41,4:06,1.52,00:38.3,1,0:00:38,00:38.3,47,Good
916,1/10/19,Westchester,0.24,01:20.7,186,192,5:41,4:57,1.52,00:00.0,1,0:01:19,01:20.7,31,Good
960,12/12/18,Westchester,0.23,01:20.0,186,192,5:41,4:56,1.52,00:00.0,1,0:01:19,01:20.0,43,Good
838,3/20/19,Westchester,0.31,01:44.5,188,196,5:39,3:50,1.52,00:00.0,1,0:01:40,01:44.5,44,Good
315,12/11/20,Westchester,0.25,01:23.7,188,192,5:38,5:09,1.52,01:23.7,1,0:01:23,01:23.7,53,Moderate
723,5/7/19,Westchester,0.66,03:56.2,178,190,5:59,5:14,1.51,00:00.0,1,0:03:53,03:56.2,42,Good
851,3/14/19,Westchester,0.78,04:37.4,180,194,5:56,4:38,1.51,00:00.0,1,0:04:36,04:37.4,47,Good
183,4/14/21,Middlesex,0.53,02:59.0,190,196,5:37,5:17,1.51,02:59.0,1,02:59.0,02:59.0,38,
846,3/18/19,Westchester,0.48,02:53.7,180,192,5:58,3:50,1.5,00:00.0,1,0:02:52,02:53.7,41,Good
750,4/23/19,Westchester,0.53,03:06.7,182,192,5:54,4:54,1.5,00:00.0,1,0:03:04,03:06.7,44,Good
675,7/9/19,Westchester,1.97,0:11:26,184,194,5:49,4:38,1.5,05:42.4,2,0:11:19,0:11:26,50,Good
345,12/1/20,Westchester,0.51,02:56.4,186,192,5:45,5:21,1.5,02:56.5,1,0:02:56,02:56.4,22,Good
958,12/12/18,Westchester,0.24,01:20.4,188,194,5:42,4:47,1.5,00:00.0,1,0:01:18,03:22.1,43,Good
518,9/22/20,Middlesex,0.26,01:26.4,194,198,5:33,5:18,1.5,01:26.5,1,01:26.4,01:26.4,34,Good
482,10/6/20,Middlesex,0.27,01:28.2,196,202,5:28,5:21,1.5,01:28.1,1,0:01:28,01:28.2,34,Good
1149,6/21/18,Westchester,1.02,06:21.9,172,200,6:16,4:28,1.49,00:00.0,2,0:06:15,06:22.2,39,Good
767,4/16/19,Westchester,0.53,03:08.8,182,184,5:55,5:17,1.49,00:00.0,1,0:03:04,03:08.8,46,Good
734,5/2/19,Westchester,0.24,01:22.5,186,194,5:49,5:03,1.49,00:00.0,1,0:01:19,01:22.5,38,Good
341,12/3/20,Westchester,0.25,01:27.1,186,200,5:48,5:03,1.49,01:27.1,1,0:01:27,01:27.1,27,Good
262,1/23/21,Westchester,0.26,01:29.6,188,196,5:45,5:35,1.49,01:29.6,1,01:29.6,01:29.6,31,
481,10/6/20,Middlesex,0.26,01:27.5,196,202,5:31,5:20,1.49,01:27.5,1,0:01:27,01:27.5,34,Good
1046,10/20/18,Westchester,0.7,04:19.8,176,192,6:10,4:39,1.48,00:00.0,1,0:04:14,04:19.8,29,Good
969,12/6/18,Westchester,0.8,04:54.2,178,184,6:08,5:13,1.48,00:00.0,1,0:04:51,04:54.2,25,Good
967,12/6/18,Westchester,0.79,04:49.4,178,188,6:06,4:39,1.48,00:00.0,1,0:04:48,04:49.4,25,Good
513,9/26/20,Middlesex,0.12,00:41.2,184,190,5:55,3:38,1.48,00:41.2,1,0:00:41,00:41.2,48,Good
556,8/13/20,Westchester,0.11,00:38.8,190,200,5:44,4:04,1.48,00:38.8,1,00:38.8,00:38.8,28,Good
509,9/26/20,Middlesex,0.11,00:38.7,190,194,5:43,5:24,1.48,00:38.7,1,0:00:38,00:38.7,48,Good
154,5/17/21,Middlesex,0.53,02:59.2,192,198,5:40,5:25,1.48,02:59.2,1,02:59.2,02:59.2,45,
317,12/11/20,Westchester,0.25,01:24.4,194,202,5:37,5:16,1.48,01:24.4,1,0:01:24,01:24.4,53,Moderate
519,9/22/20,Middlesex,0.26,01:27.0,196,200,5:33,5:19,1.48,01:27.0,1,0:01:27,01:27.0,34,Good
925,1/7/19,Westchester,0.47,03:00.8,172,186,6:21,5:35,1.47,00:00.0,1,0:02:57,03:00.8,31,Good
1112,8/21/18,Westchester,0.68,04:16.5,174,190,6:18,4:54,1.47,00:00.0,2,0:04:16,04:16.5,35,Good
1056,10/16/18,Westchester,0.7,04:23.3,176,192,6:14,4:59,1.47,00:00.0,1,0:04:22,04:23.3,25,Good
1018,11/12/18,Westchester,0.52,03:12.8,176,180,6:12,5:02,1.47,00:00.0,1,0:03:07,04:32.7,34,Good
970,12/6/18,Westchester,0.78,04:49.6,178,190,6:09,5:13,1.47,00:00.0,1,0:04:46,04:49.6,25,Good
751,4/23/19,Westchester,0.52,03:11.3,180,194,6:05,4:40,1.47,00:00.0,1,0:03:10,03:11.3,44,Good
1052,10/18/18,Westchester,0.47,02:49.3,182,196,6:02,4:43,1.47,00:00.0,1,0:02:45,02:49.3,30,Good
261,1/23/21,Westchester,0.26,01:32.7,184,190,5:57,5:39,1.47,01:32.7,1,0:01:32,01:32.7,31,
563,8/11/20,Westchester,0.11,00:39.3,186,190,5:53,4:38,1.47,00:39.3,1,00:39.3,00:39.3,47,Good
139,5/25/21,Middlesex,0.54,03:03.3,192,198,5:42,4:43,1.47,03:03.3,1,0:03:03,03:03.3,41,
1002,11/26/18,Westchester,0.22,01:25.4,174,190,6:20,4:54,1.46,00:00.0,1,0:01:21,01:25.4,33,Good
1039,10/24/18,Westchester,0.49,03:02.6,178,186,6:11,4:23,1.46,00:00.0,1,0:03:00,03:02.6,26,Good
340,12/3/20,Westchester,0.25,01:29.9,182,192,6:02,5:53,1.46,01:29.9,1,01:29.9,01:29.9,27,Good
917,1/10/19,Westchester,0.23,01:23.1,186,192,5:55,5:02,1.46,00:00.0,1,0:01:22,01:23.1,31,Good
436,10/29/20,Middlesex,1.01,05:51.1,190,194,5:49,4:55,1.46,00:01.1,2,05:50.1,05:51.1,27,Good
560,8/13/20,Westchester,0.24,01:23.1,190,200,5:48,4:51,1.46,01:23.1,1,0:01:23,01:23.1,28,Good
510,9/26/20,Middlesex,0.11,00:39.1,192,200,5:45,5:27,1.46,00:39.1,1,0:00:39,00:39.1,48,Good
940,12/27/18,Westchester,0.26,01:38.1,174,188,6:22,5:17,1.45,00:00.0,1,0:01:34,01:38.1,34,Good
1033,10/26/18,Westchester,3.12,0:19:40,176,214,6:18,4:00,1.45,00:00.0,4,0:19:40,0:19:40,21,Good
722,5/7/19,Westchester,0.65,04:02.7,178,184,6:14,5:36,1.45,00:00.0,1,0:03:57,04:02.7,42,Good
832,3/25/19,Westchester,0.61,03:47.1,180,190,6:11,5:26,1.45,00:00.0,1,0:03:46,03:47.1,44,Good
965,12/10/18,Westchester,0.59,03:40.5,180,188,6:11,5:01,1.45,00:00.0,1,0:03:39,03:40.5,33,Good
860,3/13/19,Westchester,0.22,01:17.7,184,192,6:01,5:08,1.45,00:00.0,1,0:01:12,01:17.7,33,Good
285,12/31/20,Westchester,0.53,03:11.1,186,190,5:58,4:32,1.45,03:11.1,1,0:03:10,03:11.1,39,Good
559,8/13/20,Westchester,0.24,01:27.4,186,192,5:57,4:57,1.45,01:27.4,1,0:01:27,01:27.4,28,Good
368,11/24/20,Westchester,0.5,02:54.3,192,196,5:47,5:26,1.45,02:54.3,1,0:02:54,02:54.3,26,Good
369,11/24/20,Westchester,0.51,02:57.2,192,196,5:47,5:01,1.45,02:57.2,1,0:02:57,02:57.2,26,Good
140,5/25/21,Middlesex,0.54,03:05.9,192,198,5:46,5:18,1.45,03:05.9,1,03:05.9,03:05.9,41,
146,5/22/21,Middlesex,0.52,02:59.8,192,198,5:46,5:11,1.45,02:59.8,1,0:02:59,02:59.8,50,
968,12/6/18,Westchester,0.79,04:59.9,178,182,6:17,5:49,1.44,00:00.0,1,0:04:58,04:59.9,25,Good
943,12/27/18,Westchester,0.6,03:42.1,180,192,6:13,4:59,1.44,00:00.0,1,0:03:37,03:42.1,34,Good
844,3/18/19,Westchester,0.48,03:00.6,180,196,6:12,3:43,1.44,00:00.0,1,0:02:58,03:00.6,41,Good
593,1/14/20,Middlesex,0.54,03:15.7,184,192,6:05,5:42,1.44,00:00.0,1,03:15.7,03:15.7,32,Good
271,1/2/21,Westchester,0.12,00:42.8,188,192,5:57,4:57,1.44,00:42.8,1,00:42.8,00:42.8,24,
520,9/22/20,Middlesex,0.26,01:30.9,190,200,5:53,5:33,1.44,01:30.9,1,01:30.9,01:30.9,34,Good
809,4/3/19,Westchester,0.92,06:18.1,164,192,6:52,3:32,1.43,00:00.0,1,0:06:14,06:18.1,51,Moderate
1009,11/24/18,Westchester,0.34,02:06.5,180,192,6:16,5:03,1.43,00:00.0,1,0:02:06,02:06.5,31,Good
831,3/25/19,Westchester,0.29,01:46.3,182,190,6:11,5:14,1.43,00:00.0,1,0:01:43,01:46.3,44,Good
625,9/27/19,Middlesex,3.25,0:19:54,184,202,6:07,5:11,1.43,01:19.7,4,0:19:53,0:19:54,31,Good
594,1/14/20,Middlesex,0.53,03:14.3,186,190,6:04,5:45,1.43,00:00.0,1,03:14.3,03:14.3,32,Good
385,11/16/20,Middlesex,0.52,03:07.4,186,190,6:02,5:40,1.43,03:07.4,1,0:03:07,03:07.4,28,Good
284,12/31/20,Westchester,0.5,03:01.5,188,194,6:00,5:22,1.43,03:01.5,1,0:03:01,03:01.5,39,Good
155,5/17/21,Middlesex,0.53,03:07.7,192,198,5:53,5:36,1.43,03:07.8,1,03:07.7,03:07.7,45,
715,5/14/19,Westchester,0.02,00:13.9,122,122,9:17,4:43,1.42,00:00.0,1,0:00:11,00:13.9,19,Good
1120,8/14/18,Westchester,1.13,07:27.0,172,200,6:37,4:26,1.42,00:00.0,2,0:07:27,07:27.0,44,Good
1081,9/15/18,Westchester,0.71,04:35.8,176,190,6:27,5:28,1.42,00:00.0,2,0:04:36,04:35.8,35,Good
1045,10/20/18,Westchester,0.69,04:28.2,176,192,6:26,5:23,1.42,00:00.0,1,0:04:27,04:28.2,29,Good
964,12/10/18,Westchester,0.59,03:45.2,178,186,6:22,5:31,1.42,00:00.0,1,0:03:42,03:45.2,33,Good
951,12/17/18,Westchester,0.48,03:03.3,180,188,6:19,5:44,1.42,00:00.0,1,0:03:01,03:03.3,31,Good
952,12/17/18,Westchester,0.49,03:04.2,182,192,6:15,5:12,1.42,00:00.0,1,0:03:02,03:04.2,31,Good
321,12/8/20,Westchester,0.51,03:06.7,186,190,6:05,5:06,1.42,03:06.7,1,0:03:06,03:06.7,25,Good
